CUS_NO ; BRANCH ; BIRTH
25475;2007;560501   
25477;1013;450501   
25478;2020;531018   
25479;2007;620620   
25481;1021;500218   
25483;1020;250901   
25485;1020;510220   
25486;1042;481103   
25487;2030;450802   
25488;2003;210420   
25489;1028;530615   
25490;2009;530631   
25491;2026;441001   
25492;1040;600906   
25494;1031;410727   
25495;1031;340409   
25496;2002;540425   
25499;2001;460620   
25500;1023;571006   
25501;2007;180103   
25504;2014;570501   
25505;2029;400512   
25506;1021;130615   
25507;2007;470616   
25508;2002;570101   
25509;1034;520711   
25510;1044;430920   
25511;1040;290701   
25512;1035;390910   
25513;2005;300901   
25515;2030;360101   
25516;2015;350920   
25517;2033;360126   
25518;2018;610302   
25519;1033;610508   
25520;1033;590631   
25521;1007;721210   
25522;1009;341221   
25523;1042;181121   
25524;2002;420625   
25526;1023;300631   
25527;2023;410703   
25528;1013;371105   
25530;2004;630310   
25533;1013;610602   
25534;2032;581202   
25535;2008;580208   
25537;2021;300808   
25538;1026;180214   
25539;1031;451110   
25540;2011;670620   
25541;2024;600306   
25545;1038;440814   
25546;1033;350729   
25547;1047;330903   
25548;2023;521210   
25549;1001;461018   
25550;1009;250420   
25551;2012;600615   
25552;1036;330315   
25553;2003;201016   
25554;2019;450401   
25555;1015;291027   
25556;2024;300116   
25558;2005;240911   
25559;1035;540630   
25560;1021;171015   
25562;2020;510202   
25563;1043;340221   
25564;1015;650631   
25567;1031;570114   
25568;2019;310106   
25569;1022;441009   
25570;1022;580713   
25571;1042;610625   
25572;1026;580901   
25573;1042;360226   
25574;1022;410409   
25575;1007;341001   
25576;2019;510601   
25577;2009;250525   
25578;2003;440530   
25579;2010;590411   
25580;1040;450404   
25581;2003;400620   
25582;2004;450208   
25583;2028;490812   
25584;1042;591005   
25585;2032;480615   
25588;2030;370325   
25589;1007;410210   
25591;1001;210810   
25592;1011;590627   
25593;2012;540320   
25594;2005;840623   
25596;2005;511001   
25597;1029;380810   
25598;2026;630921   
25599;2003;460201   
25600;1014;761106   
25601;1038;290103   
25602;2021;461103   
25603;2029;190514   
25604;2015;420627   
25605;2024;240804   
25606;1039;511115   
25607;1025;620102   
25608;1037;140612   
25609;2025;430418   
25610;2024;570615   
25615;2007;400504   
25616;1037;460303   
25617;2001;400726   
25618;1037;321020   
25620;1014;411004   
25623;2001;250126   
25624;2033;370101   
25625;1046;330918   
25627;1006;630201   
25630;2006;650616   
25631;1029;470201   
25632;2010;540424   
25633;1042;580802   
25634;2023;250401   
25635;2030;271125   
25637;1015;620101   
25639;1038;531001   
25640;1046;440815   
25642;1031;561019   
25643;2015;380115   
25644;1027;330101   
25645;1025;630630   
25646;1041;451114   
25647;1033;550630   
25648;1042;591213   
25649;2019;511120   
25650;1021;610628   
25651;2012;370101   
25652;1016;540501   
25653;2032;480403   
25655;2018;320502   
25656;1038;341210   
25657;2001;451125   
25659;2004;400801   
25660;2003;290601   
25661;1033;530625   
25662;2015;250203   
25663;1021;500722   
25664;1019;181022   
25665;2001;360410   
25668;2017;280504   
25671;2001;420611   
25673;1038;570603   
25674;1042;280303   
25675;2033;610531   
25676;1042;430330   
25678;1042;520620   
25679;2011;400712   
25680;1041;390218   
25681;1034;560630   
25684;2005;310501   
25685;2030;500306   
25686;2028;420703   
25688;1041;471013   
25689;1023;350930   
25690;2026;321001   
25691;2006;500616   
25695;1036;631021   
25697;1031;300225   
25698;1001;341101   
25699;2024;420517   
25700;2032;410105   
25701;1043;280103   
25702;2028;081025   
25703;1034;760317   
25705;1021;471026   
25708;1035;190301   
25709;1043;630406   
25710;1041;560629   
25711;1031;440224   
25712;1037;600401   
25713;1022;351001   
25714;1039;591117   
25716;1022;740216   
25717;1011;490804   
25718;1043;300522   
25719;1031;080301   
25720;1046;600224   
25721;1038;630710   
25722;2012;600620   
25723;2003;360804   
25724;1036;330601   
25726;1013;521002   
25727;1044;570527   
25728;1038;411101   
25729;1046;830202   
25730;2005;530701   
25732;2004;370202   
25733;1022;550802   
25734;2006;400620   
25736;2018;490303   
25737;2019;530617   
25738;2007;381125   
25739;1011;610110   
25740;1020;440305   
25741;2023;380207   
25742;2007;450213   
25744;2007;580801   
25745;2007;570410   
25746;2019;620531   
25751;1042;580420   
25752;1046;221008   
25753;2003;350223   
25755;1041;421206   
25757;2036;620608   
25758;1040;690326   
25759;2013;331101   
25760;2013;600231   
25761;2032;561101   
25763;2023;561113   
25764;2005;490403   
25765;2009;581213   
25766;2013;540801   
25767;1005;430517   
25768;2003;101215   
25769;2002;370105   
25770;2011;501202   
25774;2008;590121   
25775;2014;520701   
25776;1019;251106   
25777;2024;621101   
25778;1036;581004   
25779;1009;310428   
25780;2025;660105   
25781;1036;550101   
25782;1036;381017   
25783;1034;610916   
25784;1009;610316   
25785;2009;150609   
25787;1001;580402   
25788;2019;360511   
25789;2015;030822   
25792;1036;320304   
25793;2019;370502   
25794;1043;560627   
25795;1031;310406   
25796;1036;390720   
25798;1029;230104   
25800;1014;590628   
25801;2028;530202   
25804;2015;651023   
25806;1032;581120   
25807;1003;601117   
25810;1006;590306   
25811;2005;321115   
25812;1010;601122   
25813;1007;450106   
25814;1047;400621   
25815;2020;310221   
25816;2021;460302   
25817;2015;660715   
25818;2001;610702   
25819;2013;640428   
25820;1006;280601   
25821;1047;570101   
25822;1029;520309   
25823;2023;580101   
25824;2030;600101   
25825;2005;430420   
25826;2032;370615   
25827;2009;580216   
25829;2023;360527   
25830;2026;480603   
25831;2001;550614   
25832;2013;440805   
25834;1046;600525   
25836;1025;661105   
25837;2001;640620   
25838;1036;480928   
25839;1014;330828   
25840;2021;420907   
25841;1022;320517   
25843;1042;330701   
25844;2013;611214   
25845;2019;330106   
25846;1001;341119   
25847;2004;570908   
25848;2036;320705   
25849;1014;370517   
25850;1029;620926   
25851;2019;460621   
25852;2015;111111   
25854;1021;300815   
25855;1041;351111   
25858;2017;440122   
25860;1032;440224   
25861;2005;460324   
25862;2020;360510   
25864;2004;590829   
25866;2013;450601   
25867;2006;411005   
25869;2001;530628   
25870;1033;370903   
25871;2013;370702   
25873;1008;391219   
25874;2034;530627   
25875;1038;530220   
25876;1009;580628   
25878;2029;631027   
25879;2004;340713   
25880;1038;591211   
25881;1029;380820   
25882;2033;540130   
25883;1015;440620   
25884;1032;411018   
25886;1030;420220   
25887;1038;440613   
25888;2001;590330   
25889;2026;520528   
25890;2007;171002   
25891;1031;590101   
25892;1038;581221   
25893;2007;450115   
25894;2003;360407   
25895;2015;470223   
25896;2001;451112   
25899;2013;420215   
25900;2003;230111   
25902;1046;650821   
25903;2018;520101   
25904;2007;201020   
25905;2033;550621   
25906;2002;570302   
25907;1042;781016   
25909;2007;450310   
25910;2033;510101   
25911;2028;320501   
25913;2019;440913   
25914;2033;390208   
25915;1006;370707   
25916;2030;530808   
25917;2012;620620   
25918;2019;740504   
25919;2004;150610   
25921;1043;461228   
25922;2005;280101   
25923;2009;580418   
25924;2019;480801   
25927;1004;250605   
25928;2029;590517   
25929;1044;451226   
25930;2033;650430   
25931;1043;420220   
25934;2024;461115   
25937;2022;490102   
25939;1029;500631   
25941;2023;460616   
25943;1033;570510   
25945;2002;360102   
25947;1041;420615   
25950;1031;461104   
25951;1038;350105   
25952;1041;600701   
25953;1019;590916   
25954;1038;280107   
25956;1004;490520   
25957;1029;500601   
25958;2006;591020   
25959;1021;460723   
25960;1046;450328   
25961;2033;550306   
25962;2013;420501   
25963;1033;600517   
25966;2003;510407   
25967;1014;521119   
25968;2014;500401   
25970;1046;660511   
25971;1039;570101   
25972;1035;410420   
25973;2021;390701   
25974;2002;670618   
25975;1022;830215   
25976;2030;410101   
25977;2013;440201   
25978;2007;560304   
25979;1004;530224   
25980;2004;370617   
25983;2003;230713   
25984;1032;520903   
25985;2030;360503   
25986;1006;241110   
25987;1042;370201   
25988;1032;550630   
25990;2005;730631   
25991;2023;360310   
25992;1041;480402   
25993;2021;640627   
25994;1043;610230   
25996;2005;330229   
25997;1007;290101   
25999;1005;300407   
26000;2005;441001   
26001;2013;440601   
26002;2016;620630   
26003;1029;510501   
26004;1047;610630   
26005;1029;380930   
26006;2010;301203   
26007;1027;341106   
26008;1029;540120   
26009;1031;450228   
26010;1009;630609   
26011;2003;421104   
26012;1052;540101   
26014;1031;540601   
26015;2007;410524   
26017;2029;530620   
26018;1029;430314   
26019;2029;450610   
26021;2032;380701   
26022;2035;680505   
26023;1038;560113   
26024;2029;470501   
26026;2029;660514   
26027;1029;570111   
26028;2032;840631   
26029;1021;620121   
26030;1016;501016   
26031;2002;360101   
26032;2005;670630   
26033;2003;430628   
26036;1052;280105   
26037;1042;470101   
26038;1006;320415   
26039;1013;420929   
26040;1014;460910   
26043;1031;570630   
26046;2009;530210   
26048;1040;350720   
26049;1031;481125   
26050;2025;540112   
26051;1034;390310   
26052;1030;500615   
26053;1032;410902   
26054;1021;410530   
26056;1032;600710   
26057;2028;490103   
26058;2018;430103   
26059;2004;421106   
26060;1011;130701   
26061;1010;600311   
26062;2007;270201   
26063;2012;500520   
26064;2018;271115   
26065;2003;550125   
26068;1040;680406   
26071;2019;651212   
26072;2022;620629   
26073;2013;360223   
26074;1040;300408   
26075;2001;770426   
26076;1011;280901   
26078;2020;560618   
26079;1029;590515   
26080;1041;420601   
26081;1052;450117   
26082;2013;480631   
26085;1040;390115   
26086;2012;171024   
26087;1007;490207   
26089;2036;430625   
26091;1012;471117   
26092;2038;300807   
26093;1014;340314   
26096;1052;580105   
26097;2024;590202   
26098;2021;560528   
26099;1028;561117   
26101;2005;360909   
26103;1029;621110   
26104;1040;180312   
26105;1011;290405   
26106;2006;690217   
26107;1042;570505   
26110;1042;250402   
26111;1022;620331   
26113;2020;660516   
26114;2012;680125   
26115;1010;620101   
26116;1042;580103   
26117;2003;440826   
26118;2038;660613   
26121;2019;450405   
26122;1038;580414   
26123;2007;530927   
26125;1001;600407   
26126;1014;570222   
26127;2004;600229   
26129;1014;550921   
26130;2029;470231   
26131;1041;160717   
26132;1013;580327   
26133;2024;540501   
26134;2003;600630   
26135;1026;621003   
26137;2038;510501   
26139;2033;591127   
26140;1009;630431   
26141;2033;410101   
26142;1001;480112   
26143;1043;360906   
26146;2019;160511   
26147;1046;391203   
26148;1025;590701   
26149;2029;670421   
26151;2014;650113   
26153;2021;350916   
26154;2003;260518   
26155;2002;350109   
26156;2015;401101   
26157;1037;380702   
26158;1005;321110   
26159;2014;461015   
26160;1019;400105   
26161;2033;430701   
26163;2033;560415   
26164;2008;620630   
26165;1008;290813   
26168;1012;390109   
26169;1042;470101   
26171;1034;510916   
26172;1027;610324   
26174;2010;420501   
26176;1041;491027   
26177;2003;590330   
26178;1046;590109   
26179;1040;590101   
26182;1031;730428   
26184;1023;440314   
26185;1046;490131   
26187;1046;411009   
26188;1022;481001   
26189;1022;471005   
26191;1001;281008   
26192;1001;211206   
26193;2033;431019   
26195;2022;520502   
26196;1036;370301   
26198;2007;511007   
26199;2007;310102   
26200;2007;500629   
26201;2009;590517   
26202;1043;481108   
26203;2028;410303   
26205;2013;610625   
26207;2023;540103   
26208;2004;370606   
26209;2038;451220   
26210;2028;490108   
26211;1042;520902   
26212;2015;710318   
26213;1046;371001   
26214;2004;410601   
26215;2026;420921   
26216;1004;650624   
26217;1033;300504   
26218;2012;360127   
26220;2026;220901   
26224;2028;620101   
26225;2022;260121   
26226;2023;361007   
26227;1041;450605   
26228;2025;560701   
26229;1021;490218   
26230;2024;421124   
26231;2023;460217   
26232;2021;480314   
26234;2018;321202   
26235;1021;520701   
26236;1016;751103   
26237;2005;470612   
26240;2003;300601   
26243;2035;490701   
26244;2015;460601   
26245;1022;470615   
26246;2029;441228   
26248;2036;540617   
26249;1033;400401   
26250;1014;430618   
26251;2015;380401   
26252;1043;340501   
26253;1041;360708   
26254;2029;370601   
26255;1015;410902   
26256;1009;451206   
26258;2017;511101   
26259;1007;600425   
26261;1052;650517   
26262;1022;330603   
26264;2026;410101   
26267;2001;480205   
26269;1019;340630   
26271;2009;440104   
26272;1047;581010   
26273;2028;401115   
26275;2006;151212   
26276;1046;481210   
26277;1015;450802   
26278;1031;610101   
26279;1038;251101   
26280;1033;610631   
26283;1032;620930   
26284;1047;360120   
26285;1021;631019   
26286;2007;400403   
26287;2024;470208   
26288;2012;430210   
26289;1037;440801   
26291;1012;630919   
26292;2001;540301   
26294;1014;581214   
26295;2020;280101   
26296;1022;400817   
26297;2013;320113   
26298;1032;271025   
26299;1052;100910   
26301;2026;461101   
26304;1019;550616   
26306;2015;320101   
26307;2036;361115   
26311;2019;530514   
26313;1029;400327   
26314;2011;640823   
26315;2036;210227   
26316;2031;620501   
26317;2038;540102   
26318;2025;570624   
26319;2002;390615   
26320;2030;541001   
26321;1025;360101   
26322;1023;571201   
26323;1001;660526   
26324;2007;621212   
26326;2024;530630   
26327;1031;260615   
26329;1042;290504   
26330;2030;570101   
26331;1038;400702   
26332;1037;221122   
